Model,Scope,Discount,Year,SCC
PAGE,Global,0.03,2037,47.85112075
PAGE,Global,0.05,2037,36.02735364
PAGE,Global,0.025,2037,46.22023114
PAGE,Global,0.03,2037,47.1343118
PAGE,Global,0.05,2037,39.35813912
PAGE,Global,0.025,2037,45.5365509
PAGE,Global,0.03,2037,48.84608825
PAGE,Global,0.05,2037,36.34210179
PAGE,Global,0.025,2037,52.51492701
PAGE,Global,0.03,2037,44.05274889
PAGE,Global,0.05,2037,35.40261051
PAGE,Global,0.025,2037,46.20237677
PAGE,Global,0.03,2037,46.2123092
PAGE,Global,0.05,2037,36.66692042
PAGE,Global,0.025,2037,47.31132393
PAGE,Global,0.03,2037,47.56637756
PAGE,Global,0.05,2037,35.72495046
PAGE,Global,0.025,2037,51.93187399
PAGE,Global,0.03,2037,45.13918157
PAGE,Global,0.05,2037,35.239322
PAGE,Global,0.025,2037,45.81397414
PAGE,Global,0.03,2037,46.40382325
PAGE,Global,0.05,2037,38.03170622
PAGE,Global,0.025,2037,46.30581913
PAGE,Global,0.03,2037,46.14297052
PAGE,Global,0.05,2037,36.41993873
PAGE,Global,0.025,2037,47.94039284
PAGE,Global,0.03,2037,45.66107476
PAGE,Global,0.05,2037,37.2536116
PAGE,Global,0.025,2037,50.87735303
PAGE,Global,0.03,2037,45.30616075
PAGE,Global,0.05,2037,38.07171335
PAGE,Global,0.025,2037,52.5326543
PAGE,Global,0.03,2037,49.65655312
PAGE,Global,0.05,2037,37.15911988
PAGE,Global,0.025,2037,48.03418323
PAGE,Global,0.03,2037,47.24986524
PAGE,Global,0.05,2037,37.80121166
PAGE,Global,0.025,2037,47.66539191
PAGE,Global,0.03,2037,49.19182435
PAGE,Global,0.05,2037,38.32212018
PAGE,Global,0.025,2037,49.34978624
PAGE,Global,0.03,2037,47.30388872
PAGE,Global,0.05,2037,37.11773714
PAGE,Global,0.025,2038,51.32554105
PAGE,Global,0.03,2038,47.7305921
PAGE,Global,0.05,2038,36.34967715
PAGE,Global,0.025,2038,51.41751807
PAGE,Global,0.03,2038,49.35623079
PAGE,Global,0.05,2038,35.29845595
PAGE,Global,0.025,2038,49.63710141
PAGE,Global,0.03,2038,50.0636199
PAGE,Global,0.05,2038,36.77026305
PAGE,Global,0.025,2038,47.21208105
PAGE,Global,0.03,2038,49.9761724
PAGE,Global,0.05,2038,35.18143463
PAGE,Global,0.025,2038,48.63163936
PAGE,Global,0.03,2038,49.32928385
PAGE,Global,0.05,2038,37.67674495
PAGE,Global,0.025,2038,45.09611753
PAGE,Global,0.03,2038,50.84646454
PAGE,Global,0.05,2038,38.65472994
PAGE,Global,0.025,2038,52.1835855
PAGE,Global,0.03,2038,47.58897712
PAGE,Global,0.05,2038,33.76832691
PAGE,Global,0.025,2038,47.47281979
PAGE,Global,0.03,2038,49.55737292
PAGE,Global,0.05,2038,37.81271492
PAGE,Global,0.025,2038,51.61297613
PAGE,Global,0.03,2038,48.50030227
PAGE,Global,0.05,2038,38.82074938
PAGE,Global,0.025,2038,53.48700304
PAGE,Global,0.03,2038,47.38777464
PAGE,Global,0.05,2038,36.77741806
PAGE,Global,0.025,2038,50.04938218
PAGE,Global,0.03,2038,47.9148783
PAGE,Global,0.05,2038,38.53849017
PAGE,Global,0.025,2038,48.86737705
PAGE,Global,0.03,2038,48.09882439
PAGE,Global,0.05,2038,41.73047012
PAGE,Global,0.025,2038,44.34101244
PAGE,Global,0.03,2038,49.71390914
PAGE,Global,0.05,2038,39.95063994
PAGE,Global,0.025,2038,48.47624582
PAGE,Global,0.03,2038,53.36062803
PAGE,Global,0.05,2038,39.04495602
PAGE,Global,0.025,2038,47.55246598
PAGE,Global,0.03,2038,50.84808588
PAGE,Global,0.05,2038,36.64867218
PAGE,Global,0.025,2038,48.09769538
PAGE,Global,0.03,2038,45.67849758
PAGE,Global,0.05,2038,39.45033388
PAGE,Global,0.025,2038,52.27604937
PAGE,Global,0.03,2038,49.52710279
PAGE,Global,0.05,2038,34.8204084
PAGE,Global,0.025,2038,50.65081788
PAGE,Global,0.03,2038,46.86226477
PAGE,Global,0.05,2038,37.88376746
PAGE,Global,0.025,2038,48.41602877
PAGE,Global,0.03,2038,46.93505472
PAGE,Global,0.05,2038,39.37516884
PAGE,Global,0.025,2038,47.40483499
PAGE,Global,0.03,2038,43.07572754
PAGE,Global,0.05,2038,39.64218822
PAGE,Global,0.025,2038,53.72255672
PAGE,Global,0.03,2038,51.24104995
PAGE,Global,0.05,2038,38.68689825
PAGE,Global,0.025,2038,51.46912673
PAGE,Global,0.03,2038,47.46528761
PAGE,Global,0.05,2038,37.21177628
PAGE,Global,0.025,2038,51.03038772
PAGE,Global,0.03,2038,46.87738456
PAGE,Global,0.05,2038,37.71029468
PAGE,Global,0.025,2038,48.59693568
PAGE,Global,0.03,2038,50.76619916
PAGE,Global,0.05,2038,38.09215785
PAGE,Global,0.025,2038,53.59353651
PAGE,Global,0.03,2038,50.01936483
PAGE,Global,0.05,2038,39.67117308
PAGE,Global,0.025,2038,46.51027459
PAGE,Global,0.03,2038,48.91227142
PAGE,Global,0.05,2038,35.73786835
PAGE,Global,0.025,2038,49.08227536
PAGE,Global,0.03,2038,49.0596269
PAGE,Global,0.05,2038,38.65811412
PAGE,Global,0.025,2038,48.4966567
PAGE,Global,0.03,2038,47.22309192
PAGE,Global,0.05,2038,35.49550763
PAGE,Global,0.025,2038,52.25080257
PAGE,Global,0.03,2038,45.1956908
PAGE,Global,0.05,2038,37.26706882
PAGE,Global,0.025,2038,49.9656012
PAGE,Global,0.03,2038,50.3820219
PAGE,Global,0.05,2038,37.84001034
PAGE,Global,0.025,2038,47.42649374
PAGE,Global,0.03,2038,47.25579271
PAGE,Global,0.05,2038,40.38350762
PAGE,Global,0.025,2038,50.4827317
PAGE,Global,0.03,2038,48.85433287
PAGE,Global,0.05,2038,37.44175548
PAGE,Global,0.025,2038,50.36767772
PAGE,Global,0.03,2038,44.79499331
PAGE,Global,0.05,2038,39.98787011
PAGE,Global,0.025,2038,52.38627201
PAGE,Global,0.03,2038,46.72327385
PAGE,Global,0.05,2038,37.68921682
PAGE,Global,0.025,2038,50.58571376
PAGE,Global,0.03,2038,46.93907033
PAGE,Global,0.05,2038,37.41491039
PAGE,Global,0.025,2038,50.39350856
PAGE,Global,0.03,2038,46.29569869
PAGE,Global,0.05,2038,38.61583229
PAGE,Global,0.025,2038,52.82866682
PAGE,Global,0.03,2038,49.81707422
PAGE,Global,0.05,2038,37.02372345
PAGE,Global,0.025,2038,45.56474479
PAGE,Global,0.03,2038,49.67989812
PAGE,Global,0.05,2038,39.41921579
PAGE,Global,0.025,2038,47.9944965
PAGE,Global,0.03,2038,49.12211337
PAGE,Global,0.05,2038,39.46078857
PAGE,Global,0.025,2038,53.97867387
PAGE,Global,0.03,2038,48.32660823
PAGE,Global,0.05,2038,38.59337273
PAGE,Global,0.025,2038,48.29449296
PAGE,Global,0.03,2038,44.84213235
PAGE,Global,0.05,2038,40.45005071
PAGE,Global,0.025,2038,48.69251038
PAGE,Global,0.03,2038,48.11700525
PAGE,Global,0.05,2038,36.3327085
PAGE,Global,0.025,2038,49.24163247
PAGE,Global,0.03,2038,47.04452325
PAGE,Global,0.05,2038,36.04053294
PAGE,Global,0.025,2038,50.5345112
PAGE,Global,0.03,2038,49.13056836
PAGE,Global,0.05,2038,37.23520125
PAGE,Global,0.025,2038,50.98367285
PAGE,Global,0.03,2038,50.35431022
PAGE,Global,0.05,2038,38.56685205
PAGE,Global,0.025,2038,50.72615321
PAGE,Global,0.03,2038,48.06669586
PAGE,Global,0.05,2038,36.85236691
PAGE,Global,0.025,2038,47.5694301
PAGE,Global,0.03,2038,49.58977787
PAGE,Global,0.05,2038,39.19397076
PAGE,Global,0.025,2038,52.81760141
PAGE,Global,0.03,2038,49.10943369
PAGE,Global,0.05,2038,38.15262682
PAGE,Global,0.025,2038,47.89715123
PAGE,Global,0.03,2038,46.09256828
PAGE,Global,0.05,2038,40.56484118
PAGE,Global,0.025,2038,47.82123402
PAGE,Global,0.03,2038,47.79531827
PAGE,Global,0.05,2038,40.81657594
PAGE,Global,0.025,2038,51.89009369
PAGE,Global,0.03,2038,45.81545639
PAGE,Global,0.05,2038,38.76785349
PAGE,Global,0.025,2038,45.82219058
PAGE,Global,0.03,2038,49.30419762
PAGE,Global,0.05,2038,39.98421656
PAGE,Global,0.025,2038,50.91695458
PAGE,Global,0.03,2038,45.08914844
PAGE,Global,0.05,2038,38.41121823
PAGE,Global,0.025,2038,48.64525066
PAGE,Global,0.03,2038,49.67720952
PAGE,Global,0.05,2038,37.39691793
PAGE,Global,0.025,2038,51.78979428
PAGE,Global,0.03,2038,48.56751991
PAGE,Global,0.05,2038,38.42295098
PAGE,Global,0.025,2038,50.30535782
PAGE,Global,0.03,2038,46.92281594
PAGE,Global,0.05,2038,38.22429028
PAGE,Global,0.025,2038,50.07589929
PAGE,Global,0.03,2038,50.84060121
PAGE,Global,0.05,2038,38.48869683
PAGE,Global,0.025,2038,48.28010274
PAGE,Global,0.03,2038,48.35268447
PAGE,Global,0.05,2038,35.83843376
PAGE,Global,0.025,2038,47.43187627
PAGE,Global,0.03,2038,49.76663792
PAGE,Global,0.05,2038,37.91229546
PAGE,Global,0.025,2038,47.59570354
PAGE,Global,0.03,2038,46.35694188
PAGE,Global,0.05,2038,38.04543776
PAGE,Global,0.025,2038,46.26896957
PAGE,Global,0.03,2038,50.01876361
PAGE,Global,0.05,2038,36.80680421
PAGE,Global,0.025,2038,49.55295855
PAGE,Global,0.03,2038,45.43691531
PAGE,Global,0.05,2038,38.85835318
PAGE,Global,0.025,2038,50.02967506
PAGE,Global,0.03,2038,48.6304942
PAGE,Global,0.05,2038,40.374661
PAGE,Global,0.025,2038,49.87516069
PAGE,Global,0.03,2038,46.53879112
PAGE,Global,0.05,2038,40.43623989
PAGE,Global,0.025,2038,51.26704976
PAGE,Global,0.03,2038,45.1255347
PAGE,Global,0.05,2038,37.71191535
PAGE,Global,0.025,2038,51.87575992
PAGE,Global,0.03,2038,49.84423018
PAGE,Global,0.05,2038,40.25747744
PAGE,Global,0.025,2038,49.11674988
PAGE,Global,0.03,2038,46.55914721
PAGE,Global,0.05,2038,37.5018644
PAGE,Global,0.025,2038,50.22447698
PAGE,Global,0.03,2038,46.99607766
PAGE,Global,0.05,2038,38.36241435
PAGE,Global,0.025,2038,47.9572735
PAGE,Global,0.03,2038,49.87646884
PAGE,Global,0.05,2038,37.55223085
PAGE,Global,0.025,2038,45.74530401
PAGE,Global,0.03,2038,48.10203129
PAGE,Global,0.05,2038,37.59668958
PAGE,Global,0.025,2038,46.79373471
PAGE,Global,0.03,2038,45.9289179
PAGE,Global,0.05,2038,39.23627335
PAGE,Global,0.025,2038,52.72286447
PAGE,Global,0.03,2038,49.1798127
PAGE,Global,0.05,2038,39.67530975
PAGE,Global,0.025,2038,46.47428824
PAGE,Global,0.03,2038,49.31037682
PAGE,Global,0.05,2038,39.95489361
PAGE,Global,0.025,2038,49.48524773
PAGE,Global,0.03,2038,50.54346182
PAGE,Global,0.05,2038,38.63583975
PAGE,Global,0.025,2038,52.41793881
PAGE,Global,0.03,2038,45.98408337
PAGE,Global,0.05,2038,37.01270289
PAGE,Global,0.025,2038,48.21655069
PAGE,Global,0.03,2038,48.54710828
PAGE,Global,0.05,2038,38.06736051
PAGE,Global,0.025,2038,50.78991776
PAGE,Global,0.03,2038,46.20548311
PAGE,Global,0.05,2038,38.67961713
PAGE,Global,0.025,2038,50.69467797
PAGE,Global,0.03,2038,49.55793485
PAGE,Global,0.05,2038,40.80071535
PAGE,Global,0.025,2038,48.67674762
PAGE,Global,0.03,2038,46.71048715
PAGE,Global,0.05,2038,36.87021393
PAGE,Global,0.025,2038,50.27479544
PAGE,Global,0.03,2038,47.08134863
PAGE,Global,0.05,2038,37.76587057
PAGE,Global,0.025,2038,44.6950129
PAGE,Global,0.03,2038,51.48759903
PAGE,Global,0.05,2038,36.2687205
PAGE,Global,0.025,2038,47.93725837
PAGE,Global,0.03,2038,47.40330634
PAGE,Global,0.05,2038,38.56470891
PAGE,Global,0.025,2038,47.52694537
PAGE,Global,0.03,2038,44.91791949
PAGE,Global,0.05,2038,38.38559012
PAGE,Global,0.025,2038,47.28316744
PAGE,Global,0.03,2038,45.53706118
PAGE,Global,0.05,2038,37.53036211
PAGE,Global,0.025,2038,50.58286771
PAGE,Global,0.03,2038,47.84873232
PAGE,Global,0.05,2038,38.1428708
PAGE,Global,0.025,2038,46.29832025
PAGE,Global,0.03,2038,50.49381045
PAGE,Global,0.05,2038,38.06599876
PAGE,Global,0.025,2038,52.06049281
PAGE,Global,0.03,2038,48.17090401
PAGE,Global,0.05,2038,38.60004297
PAGE,Global,0.025,2038,49.40552022
PAGE,Global,0.03,2038,44.98344174
PAGE,Global,0.05,2038,39.87824401
PAGE,Global,0.025,2038,51.33537992
PAGE,Global,0.03,2038,50.41875897
PAGE,Global,0.05,2038,41.43354934
PAGE,Global,0.025,2038,46.84130063
PAGE,Global,0.03,2038,45.96874935
PAGE,Global,0.05,2038,37.77806342
PAGE,Global,0.025,2038,48.96648598
PAGE,Global,0.03,2038,44.89061742
PAGE,Global,0.05,2038,37.8346443
PAGE,Global,0.025,2038,51.64202919
PAGE,Global,0.03,2038,46.42233481
PAGE,Global,0.05,2038,40.61169346
PAGE,Global,0.025,2038,48.79391367
PAGE,Global,0.03,2038,48.70878252
PAGE,Global,0.05,2038,38.0239172
PAGE,Global,0.025,2038,46.58640659
PAGE,Global,0.03,2038,47.45869347
PAGE,Global,0.05,2038,38.70191266
PAGE,Global,0.025,2038,47.59636404
PAGE,Global,0.03,2038,49.09405908
PAGE,Global,0.05,2038,40.37823621
PAGE,Global,0.025,2038,53.68367012
PAGE,Global,0.03,2038,48.63557981
PAGE,Global,0.05,2038,35.46535185
PAGE,Global,0.025,2038,48.05817872
PAGE,Global,0.03,2038,47.94503976
PAGE,Global,0.05,2038,38.49059625
PAGE,Global,0.025,2038,46.85130041
PAGE,Global,0.03,2038,48.58575932
PAGE,Global,0.05,2038,38.74330158
PAGE,Global,0.025,2038,44.05285243
PAGE,Global,0.03,2038,53.19992814
PAGE,Global,0.05,2038,39.41290911
PAGE,Global,0.025,2038,46.76325276
PAGE,Global,0.03,2038,47.80003016
PAGE,Global,0.05,2038,40.04143209
PAGE,Global,0.025,2039,51.7570535
PAGE,Global,0.03,2039,49.01559619
PAGE,Global,0.05,2039,37.62656793
PAGE,Global,0.025,2039,48.19445602
PAGE,Global,0.03,2039,51.81265919
PAGE,Global,0.05,2039,38.88291724
PAGE,Global,0.025,2039,49.12320673
PAGE,Global,0.03,2039,48.60972477
PAGE,Global,0.05,2039,39.49270304
PAGE,Global,0.025,2039,49.43466617
PAGE,Global,0.03,2039,48.15408887
PAGE,Global,0.05,2039,37.33140114
PAGE,Global,0.025,2039,51.86237755
PAGE,Global,0.03,2039,51.45387867
PAGE,Global,0.05,2039,40.24983104
PAGE,Global,0.025,2039,49.34969238
PAGE,Global,0.03,2039,49.23966271
PAGE,Global,0.05,2039,35.90288031
PAGE,Global,0.025,2039,50.78026524
PAGE,Global,0.03,2039,49.19512782
PAGE,Global,0.05,2039,42.3187452
PAGE,Global,0.025,2039,49.27122889
PAGE,Global,0.03,2039,50.2441016
PAGE,Global,0.05,2039,40.83436271
PAGE,Global,0.025,2039,48.8972993
PAGE,Global,0.03,2039,50.01262895
PAGE,Global,0.05,2039,40.44779884
PAGE,Global,0.025,2039,49.5130119
PAGE,Global,0.03,2039,48.9395943
PAGE,Global,0.05,2039,36.29654181
PAGE,Global,0.025,2039,49.85773587
PAGE,Global,0.03,2039,49.52208835
PAGE,Global,0.05,2039,39.47795631
PAGE,Global,0.025,2039,45.78951831
PAGE,Global,0.03,2039,48.21983823
PAGE,Global,0.05,2039,42.26942244
PAGE,Global,0.025,2039,48.12555319
PAGE,Global,0.03,2039,48.18943647
PAGE,Global,0.05,2039,39.56906722
PAGE,Global,0.025,2039,52.59243765
PAGE,Global,0.03,2039,48.50268014
PAGE,Global,0.05,2039,37.30883004
PAGE,Global,0.025,2039,48.23775457
PAGE,Global,0.03,2039,49.03558582
PAGE,Global,0.05,2039,41.08200308
PAGE,Global,0.025,2039,52.28389969
PAGE,Global,0.03,2039,50.76799886
PAGE,Global,0.05,2039,37.46376585
PAGE,Global,0.025,2039,48.48790294
PAGE,Global,0.03,2039,46.93874848
PAGE,Global,0.05,2039,40.40787946
PAGE,Global,0.025,2039,49.81631193
PAGE,Global,0.03,2039,47.5166645
PAGE,Global,0.05,2039,36.33660016
PAGE,Global,0.025,2039,54.42953664
PAGE,Global,0.03,2039,51.43270924
PAGE,Global,0.05,2039,41.536515
PAGE,Global,0.025,2039,52.45929078
PAGE,Global,0.03,2039,47.49296227
PAGE,Global,0.05,2039,36.92286167
PAGE,Global,0.025,2039,50.95909308
PAGE,Global,0.03,2039,49.00011621
PAGE,Global,0.05,2039,37.3745982
PAGE,Global,0.025,2039,46.51040601
PAGE,Global,0.03,2039,42.94587007
PAGE,Global,0.05,2039,41.57495973
PAGE,Global,0.025,2039,51.432106
PAGE,Global,0.03,2039,48.68954847
PAGE,Global,0.05,2039,38.31733622
PAGE,Global,0.025,2039,49.62345147
PAGE,Global,0.03,2039,44.9054931
PAGE,Global,0.05,2039,37.61454612
PAGE,Global,0.025,2039,50.27629403
PAGE,Global,0.03,2039,46.59847218
PAGE,Global,0.05,2039,40.15852473
PAGE,Global,0.025,2039,47.12990608
PAGE,Global,0.03,2039,48.86109571
PAGE,Global,0.05,2039,39.27056306
PAGE,Global,0.025,2039,49.87536512
PAGE,Global,0.03,2039,51.19916082
PAGE,Global,0.05,2039,40.01819712
PAGE,Global,0.025,2039,50.30543496
PAGE,Global,0.03,2039,49.77452022
PAGE,Global,0.05,2039,39.33180451
PAGE,Global,0.025,2039,51.59829115
PAGE,Global,0.03,2039,53.14965025
PAGE,Global,0.05,2039,37.57729557
PAGE,Global,0.025,2039,52.64441202
PAGE,Global,0.03,2039,51.12080718
PAGE,Global,0.05,2039,38.33994264
PAGE,Global,0.025,2039,49.74862286
PAGE,Global,0.03,2039,46.92328904
PAGE,Global,0.05,2039,41.42865564
PAGE,Global,0.025,2039,49.83261808
PAGE,Global,0.03,2039,49.4417875
PAGE,Global,0.05,2039,41.72313563
PAGE,Global,0.025,2039,47.19525129
PAGE,Global,0.03,2039,48.03183972
PAGE,Global,0.05,2039,39.62350672
PAGE,Global,0.025,2039,51.08373629
PAGE,Global,0.03,2039,50.27046052
PAGE,Global,0.05,2039,39.76761161
PAGE,Global,0.025,2039,48.4804652
PAGE,Global,0.03,2039,47.698049
PAGE,Global,0.05,2039,38.4046009
PAGE,Global,0.025,2039,53.66287357
PAGE,Global,0.03,2039,50.1129415
PAGE,Global,0.05,2039,39.15278448
PAGE,Global,0.025,2039,49.46172263
PAGE,Global,0.03,2039,52.71432029
PAGE,Global,0.05,2039,37.08916612
PAGE,Global,0.025,2039,49.48229852
PAGE,Global,0.03,2039,48.73412538
PAGE,Global,0.05,2039,39.34765019
PAGE,Global,0.025,2039,49.507864
PAGE,Global,0.03,2039,50.92942574
PAGE,Global,0.05,2039,38.82265393
PAGE,Global,0.025,2039,46.39198295
PAGE,Global,0.03,2039,47.23812453
PAGE,Global,0.05,2039,40.74397825
PAGE,Global,0.025,2039,51.24398207
PAGE,Global,0.03,2039,48.99271208
PAGE,Global,0.05,2039,39.79867445
PAGE,Global,0.025,2039,48.18468326
PAGE,Global,0.03,2039,48.82275005
PAGE,Global,0.05,2039,37.39070276
PAGE,Global,0.025,2039,48.52177671
PAGE,Global,0.03,2039,48.93990408
PAGE,Global,0.05,2039,38.85874181
PAGE,Global,0.025,2039,47.19748074
PAGE,Global,0.03,2039,48.73651414
PAGE,Global,0.05,2039,40.79353261
PAGE,Global,0.025,2039,46.68320215
PAGE,Global,0.03,2039,44.85762099
PAGE,Global,0.05,2039,40.31363713
PAGE,Global,0.025,2039,51.1058844
PAGE,Global,0.03,2039,49.8803981
PAGE,Global,0.05,2039,41.11513612
PAGE,Global,0.025,2039,49.53612186
PAGE,Global,0.03,2039,50.39482013
PAGE,Global,0.05,2039,39.3626385
PAGE,Global,0.025,2039,50.06534022
PAGE,Global,0.03,2039,47.35699976
PAGE,Global,0.05,2039,37.13757838
PAGE,Global,0.025,2039,53.2946052
PAGE,Global,0.03,2039,50.10594625
PAGE,Global,0.05,2039,38.73013705
PAGE,Global,0.025,2039,49.59023699
PAGE,Global,0.03,2039,50.57476318
PAGE,Global,0.05,2039,37.21079235
PAGE,Global,0.025,2039,50.14568572
PAGE,Global,0.03,2039,49.75526397
PAGE,Global,0.05,2039,38.39428425
PAGE,Global,0.025,2039,50.77288345
PAGE,Global,0.03,2039,47.78517739
PAGE,Global,0.05,2039,39.3099549
PAGE,Global,0.025,2039,47.69231531
PAGE,Global,0.03,2039,51.46377748
PAGE,Global,0.05,2039,36.05898306
PAGE,Global,0.025,2039,49.82914918
PAGE,Global,0.03,2039,51.08976449
PAGE,Global,0.05,2039,37.00329521
PAGE,Global,0.025,2039,48.61187946
PAGE,Global,0.03,2039,48.26494293
PAGE,Global,0.05,2039,36.47782191
PAGE,Global,0.025,2039,48.78560216
PAGE,Global,0.03,2039,47.02945052
PAGE,Global,0.05,2039,37.02583585
PAGE,Global,0.025,2039,49.08636356
PAGE,Global,0.03,2039,49.55820068
PAGE,Global,0.05,2039,40.51467375
PAGE,Global,0.025,2039,49.40702036
PAGE,Global,0.03,2039,47.03317232
PAGE,Global,0.05,2039,37.65561922
PAGE,Global,0.025,2039,50.35618735
PAGE,Global,0.03,2039,50.72447826
PAGE,Global,0.05,2039,37.73421757
PAGE,Global,0.025,2039,48.05139814
PAGE,Global,0.03,2039,51.4890942
PAGE,Global,0.05,2039,41.16922837
PAGE,Global,0.025,2039,47.73726941
PAGE,Global,0.03,2039,53.34158417
PAGE,Global,0.05,2039,38.75197486
PAGE,Global,0.025,2039,50.76052823
PAGE,Global,0.03,2039,49.51801194
PAGE,Global,0.05,2039,38.48704651
PAGE,Global,0.025,2039,50.82429437
PAGE,Global,0.03,2039,45.7043208
PAGE,Global,0.05,2039,40.83275285
PAGE,Global,0.025,2039,48.20984327
PAGE,Global,0.03,2039,49.12435148
PAGE,Global,0.05,2039,38.86322259
PAGE,Global,0.025,2039,49.9029896
PAGE,Global,0.03,2039,49.58058942
PAGE,Global,0.05,2039,40.40414075
PAGE,Global,0.025,2039,48.74319338
PAGE,Global,0.03,2039,54.46184232
PAGE,Global,0.05,2039,36.43910705
PAGE,Global,0.025,2039,51.50771251
PAGE,Global,0.03,2039,49.72482382
PAGE,Global,0.05,2039,39.17583789
PAGE,Global,0.025,2039,48.15431759
PAGE,Global,0.03,2039,49.33438507
PAGE,Global,0.05,2039,38.23609781
PAGE,Global,0.025,2039,50.01420476
PAGE,Global,0.03,2039,46.5941923
PAGE,Global,0.05,2039,36.7078913
PAGE,Global,0.025,2039,51.67638684
PAGE,Global,0.03,2039,44.63114817
PAGE,Global,0.05,2039,37.59686595
PAGE,Global,0.025,2039,50.37061724
PAGE,Global,0.03,2039,47.3278383
PAGE,Global,0.05,2039,38.57621726
PAGE,Global,0.025,2039,49.97453459
PAGE,Global,0.03,2039,48.35594271
PAGE,Global,0.05,2039,36.93148328
PAGE,Global,0.025,2039,51.51680919
PAGE,Global,0.03,2039,46.19350978
PAGE,Global,0.05,2039,37.22436726
PAGE,Global,0.025,2039,48.38341384
PAGE,Global,0.03,2039,47.8393914
PAGE,Global,0.05,2039,38.22208718
PAGE,Global,0.025,2039,52.28766627
PAGE,Global,0.03,2039,48.18189661
PAGE,Global,0.05,2039,38.54096489
PAGE,Global,0.025,2039,51.26573346
PAGE,Global,0.03,2039,47.84093474
PAGE,Global,0.05,2039,40.31409927
PAGE,Global,0.025,2039,47.68136181
PAGE,Global,0.03,2039,50.32326272
PAGE,Global,0.05,2039,36.28918079
PAGE,Global,0.025,2039,48.66742751
PAGE,Global,0.03,2039,50.32314433
PAGE,Global,0.05,2039,41.87601736
PAGE,Global,0.025,2039,50.99673681
PAGE,Global,0.03,2039,48.38350107
PAGE,Global,0.05,2039,40.88965663
PAGE,Global,0.025,2039,46.94566005
PAGE,Global,0.03,2039,50.97806553
PAGE,Global,0.05,2039,38.32591447
PAGE,Global,0.025,2039,50.01041841
PAGE,Global,0.03,2039,44.50291345
PAGE,Global,0.05,2039,39.17381111
PAGE,Global,0.025,2039,49.00719325
PAGE,Global,0.03,2039,49.64914242
PAGE,Global,0.05,2039,40.58988339
PAGE,Global,0.025,2039,49.94249367
PAGE,Global,0.03,2039,50.25734164
PAGE,Global,0.05,2039,40.7894337
PAGE,Global,0.025,2039,48.91462705
PAGE,Global,0.03,2039,47.24484507
PAGE,Global,0.05,2039,41.79549256
PAGE,Global,0.025,2039,50.2259629
PAGE,Global,0.03,2039,49.67225859
PAGE,Global,0.05,2039,39.11170554
PAGE,Global,0.025,2039,48.37302311
PAGE,Global,0.03,2039,44.92137143
PAGE,Global,0.05,2039,38.36703535
PAGE,Global,0.025,2039,50.15825186
PAGE,Global,0.03,2039,52.68225206
PAGE,Global,0.05,2039,40.28887653
PAGE,Global,0.025,2039,50.28533909
PAGE,Global,0.03,2039,47.40807029
PAGE,Global,0.05,2039,39.9079274
PAGE,Global,0.025,2039,51.713744
PAGE,Global,0.03,2039,50.13506457
PAGE,Global,0.05,2039,37.99148518
PAGE,Global,0.025,2039,54.1087696
PAGE,Global,0.03,2039,49.49771924
PAGE,Global,0.05,2039,39.33029565
PAGE,Global,0.025,2039,53.353123
PAGE,Global,0.03,2039,44.4493569
PAGE,Global,0.05,2039,39.90662247
PAGE,Global,0.025,2039,49.98403994
PAGE,Global,0.03,2039,45.40806447
PAGE,Global,0.05,2039,37.82613816
PAGE,Global,0.025,2039,50.34172824
PAGE,Global,0.03,2039,49.69065976
PAGE,Global,0.05,2039,41.02399049
PAGE,Global,0.025,2039,47.73441372
PAGE,Global,0.03,2039,48.13149608
PAGE,Global,0.05,2039,36.54200648
PAGE,Global,0.025,2039,49.3127612
PAGE,Global,0.03,2039,47.26458919
PAGE,Global,0.05,2039,40.26342959
PAGE,Global,0.025,2039,51.61731913
PAGE,Global,0.03,2039,51.97183128
PAGE,Global,0.05,2039,41.2851122
PAGE,Global,0.025,2039,52.64697382
PAGE,Global,0.03,2039,48.23145931
PAGE,Global,0.05,2039,38.43612518
PAGE,Global,0.025,2039,49.45624501
PAGE,Global,0.03,2039,50.01993886
PAGE,Global,0.05,2039,41.99272634
PAGE,Global,0.025,2039,46.66283986
PAGE,Global,0.03,2039,46.96636506
PAGE,Global,0.05,2039,41.19175385
PAGE,Global,0.025,2039,49.62359028
PAGE,Global,0.03,2039,51.87086951
PAGE,Global,0.05,2039,42.02289067
PAGE,Global,0.025,2040,51.87720053
PAGE,Global,0.03,2040,48.63782257
PAGE,Global,0.05,2040,42.21314888
PAGE,Global,0.025,2040,51.11937966
PAGE,Global,0.03,2040,48.00191402
PAGE,Global,0.05,2040,40.89352909
PAGE,Global,0.025,2040,56.18863565
PAGE,Global,0.03,2040,49.2385791
PAGE,Global,0.05,2040,38.86577984
PAGE,Global,0.025,2040,50.4235729
PAGE,Global,0.03,2040,49.8950761
PAGE,Global,0.05,2040,39.46645193
PAGE,Global,0.025,2040,52.4597937
PAGE,Global,0.03,2040,50.70478772
PAGE,Global,0.05,2040,40.57558806
PAGE,Global,0.025,2040,49.66302947
PAGE,Global,0.03,2040,50.50837852
PAGE,Global,0.05,2040,42.76578881
PAGE,Global,0.025,2040,51.37440504
PAGE,Global,0.03,2040,49.05353406
PAGE,Global,0.05,2040,42.09943315
PAGE,Global,0.025,2040,49.26449944
